,Items
1,soda,root vegetables,semi-finished bread
165,newspapers,canned beer
166,rolls/buns,instant coffee,UHT-milk,margarine
167,other vegetables,chewing gum,soft cheese
168,cream,shopping bags
169,frozen fish,rolls/buns
170,root vegetables,curd
171,other vegetables,sliced cheese
172,citrus fruit,chicken
173,chewing gum,photo/film,yogurt,long life bakery product,soda,whole milk
174,dishes,dessert
175,white wine,frozen potato products
176,rolls/buns,rum
177,soft cheese,yogurt,hard cheese,coffee,roll products 
178,sausage,sausage,dog food,yogurt,hygiene articles,chocolate
179,bottled beer,fruit/vegetable juice,fruit/vegetable juice
180,soft cheese,other vegetables
181,yogurt,frozen meals
182,other vegetables,butter
183,domestic eggs,bottled beer
184,other vegetables,semi-finished bread
185,organic sausage,salty snack,white bread
186,meat,dishes
187,sausage,soda
188,brown bread,rolls/buns
189,finished products,other vegetables
190,frankfurter,sliced cheese
191,sausage,chocolate,specialty chocolate,cocoa drinks
192,citrus fruit,bottled water
193,butter,frozen vegetables
194,rolls/buns,citrus fruit,fruit/vegetable juice
195,rolls/buns,canned beer,bottled beer,ham,hamburger meat,pickled vegetables,salty snack,domestic eggs,soda
196,coffee,soda
197,whole milk,canned beer
198,liquor,newspapers
199,yogurt,pasta
200,white wine,soda
201,meat,butter milk
202,white bread,chocolate marshmallow
203,rum,coffee,sliced cheese
204,liquor,cream,coffee
205,soda,dessert
206,citrus fruit,other vegetables
207,bottled beer,soda,hygiene articles,chicken,whole milk,whole milk,canned beer,curd,soda
208,beef,whipped/sour cream
209,fruit/vegetable juice,bottled beer
210,margarine,brown bread
211,pip fruit,whipped/sour cream
212,sausage,tropical fruit,frozen vegetables,other vegetables,shopping bags
213,whole milk,other vegetables
214,meat,shopping bags,UHT-milk
215,berries,mayonnaise
216,brown bread,dessert
217,whole milk,sausage
218,chicken,coffee,newspapers
219,shopping bags,other vegetables,coffee
220,hamburger meat,bottled water
221,rolls/buns,fruit/vegetable juice
222,curd,whipped/sour cream
223,liquor,hard cheese
224,tropical fruit,spread cheese
225,sausage,root vegetables
226,tropical fruit,root vegetables,Instant food products
227,bottled beer,cat food,newspapers
228,soda,cling film/bags
229,rolls/buns,other vegetables
230,canned beer,curd
231,meat,other vegetables
232,root vegetables,bottled beer
233,whole milk,pot plants,domestic eggs
234,sausage,bottled water
235,white wine,rolls/buns,soda,white bread
236,whole milk,root vegetables
237,yogurt,butter
238,mayonnaise,curd
239,meat,other vegetables
240,UHT-milk,domestic eggs
241,hard cheese,bottled water
242,bottled beer,fruit/vegetable juice
243,tropical fruit,soda
244,UHT-milk,beverages
245,root vegetables,pastry,specialty chocolate
246,pip fruit,soda,brown bread
247,whole milk,root vegetables
248,whole milk,citrus fruit,butter,pip fruit
249,soda,coffee,salty snack
250,yogurt,cream cheese ,fruit/vegetable juice
251,berries,root vegetables
252,margarine,waffles
253,tropical fruit,other vegetables,dessert
254,rolls/buns,grapes,potato products
255,turkey,misc. beverages,bottled beer,butter,bottled water,margarine,seasonal products
256,beef,waffles
257,dessert,frozen vegetables
258,beef,spread cheese,cake bar
259,curd,soda,whole milk
260,root vegetables,soda
261,rolls/buns,salty snack
262,pip fruit,light bulbs,bottled water,ketchup
263,whipped/sour cream,brown bread,sparkling wine
264,pip fruit,rolls/buns
265,rolls/buns,shopping bags
266,rolls/buns,butter
267,beef,whole milk,chewing gum
268,whole milk,specialty bar
269,butter,other vegetables,yogurt
270,sausage,salty snack
271,pastry,cereals
272,other vegetables,rolls/buns,soda
273,butter milk,soups,canned fruit
274,herbs,coffee,salt
275,white bread,domestic eggs
276,potato products,specialty bar
277,beef,ice cream
278,packaged fruit/vegetables,butter
279,sausage,other vegetables
280,bottled water,liquor (appetizer)
281,margarine,whole milk
282,pork,yogurt
283,whole milk,canned fish
284,newspapers,chicken,root vegetables,curd
285,citrus fruit,hard cheese,pastry,salty snack
286,yogurt,rolls/buns,fruit/vegetable juice,spices,canned fish
287,frankfurter,rolls/buns
288,pork,pip fruit
289,pastry,bottled beer
290,pork,other vegetables
291,coffee,hamburger meat,brown bread,detergent
292,brown bread,newspapers
293,liquor,canned beer
294,grapes,whole milk,frozen vegetables
295,canned beer,rolls/buns,berries,domestic eggs
296,yogurt,rolls/buns
297,other vegetables,whole milk
298,sausage,onions
299,rolls/buns,processed cheese
300,dessert,frozen vegetables
301,bottled water,sliced cheese
302,frankfurter,beef
303,whole milk,whole milk
304,pip fruit,rolls/buns,whole milk,pastry
305,root vegetables,chocolate marshmallow
306,beverages,other vegetables,brown bread
307,rolls/buns,whipped/sour cream
308,onions,whipped/sour cream
309,pork,UHT-milk,rolls/buns,cleaner,newspapers
310,other vegetables,domestic eggs
311,liquor,brown bread,whole milk
312,condensed milk,pastry
313,soda,mayonnaise
314,frozen meals,napkins
315,spread cheese,tropical fruit,domestic eggs,bottled water
316,hamburger meat,spread cheese
317,tropical fruit,soda,UHT-milk
318,coffee,kitchen towels
319,tropical fruit,flour
320,citrus fruit,whole milk
321,rolls/buns,whipped/sour cream,bottled beer
322,tropical fruit,butter milk,shopping bags
323,soda,citrus fruit
324,beef,spread cheese,bottled water,waffles
325,sausage,brandy
326,berries,other vegetables
327,packaged fruit/vegetables,frozen vegetables
328,sausage,rolls/buns,curd,salty snack,whipped/sour cream,hard cheese
329,chicken,fruit/vegetable juice
330,UHT-milk,whole milk
331,salty snack,rolls/buns
332,other vegetables,butter
333,frankfurter,whole milk,fruit/vegetable juice,pasta
334,pastry,snack products
335,other vegetables,frozen meals
336,whole milk,root vegetables
337,chicken,pickled vegetables
338,chicken,chicken,salt
339,hamburger meat,other vegetables
340,root vegetables,rolls/buns,Instant food products
341,pot plants,rolls/buns
342,sausage,flour
343,tropical fruit,long life bakery product
344,bottled beer,margarine
345,dishes,rolls/buns
346,pip fruit,frozen potato products
347,hamburger meat,other vegetables
348,coffee,canned fish
349,flour,tropical fruit
350,red/blush wine,sugar
351,root vegetables,other vegetables,whipped/sour cream,sweet spreads
352,canned beer,cereals
353,sausage,domestic eggs,domestic eggs
354,sugar,whole milk,pastry,salty snack
355,tropical fruit,specialty bar
356,canned beer,liquor,onions,chocolate
357,whole milk,brown bread
358,dishes,fruit/vegetable juice
359,berries,napkins
360,curd,whipped/sour cream
361,sliced cheese,soda
362,beverages,salt
363,other vegetables,citrus fruit,pork,frozen vegetables,cat food,curd,spices,soda
364,citrus fruit,make up remover
365,other vegetables,herbs
366,whole milk,curd
367,cookware,cream cheese 
368,soda,butter,rolls/buns
369,chicken,whole milk,rolls/buns
370,specialty bar,dog food,cream cheese 
371,ham,tidbits
372,meat,condensed milk
373,rolls/buns,whole milk,other vegetables
374,whole milk,margarine,sugar
375,fruit/vegetable juice,brown bread
376,rolls/buns,domestic eggs,bottled water
377,canned beer,finished products,beverages,dishes
378,onions,sauces
379,soda,soda
380,long life bakery product,soap
381,herbs,chocolate
382,liver loaf,soda
383,sliced cheese,sliced cheese
384,cream cheese ,pip fruit,cat food,shopping bags
385,dessert,coffee
386,whole milk,whipped/sour cream
387,other vegetables,coffee
388,berries,newspapers
389,other vegetables,frozen fish
390,ice cream,shopping bags
391,ham,other vegetables
392,UHT-milk,whole milk
393,tropical fruit,pickled vegetables
394,whipped/sour cream,fruit/vegetable juice
395,rolls/buns,coffee
396,yogurt,chewing gum,whipped/sour cream,shopping bags
397,citrus fruit,butter
398,whipped/sour cream,baking powder,cat food
399,whole milk,frozen fish,specialty chocolate
400,other vegetables,yogurt
401,meat,root vegetables
402,butter milk,bottled beer,zwieback
403,dessert,fruit/vegetable juice
404,citrus fruit,whole milk
405,coffee,packaged fruit/vegetables,pickled vegetables
406,ham,whipped/sour cream
407,meat,bottled water
408,whole milk,ham,other vegetables,rum,canned beer
409,root vegetables,sausage,brown bread,UHT-milk,sliced cheese,frozen vegetables,white bread
410,sausage,domestic eggs
411,root vegetables,shopping bags,salty snack
412,bottled beer,canned vegetables
413,soda,beef,soda,margarine
414,yogurt,tidbits
415,whipped/sour cream,brown bread
416,frozen potato products,frankfurter,brown bread,roll products ,detergent
417,citrus fruit,cream cheese 
418,flour,grapes,frankfurter,bottled beer,citrus fruit,grapes,other vegetables,cat food,frozen vegetables
419,pastry,red/blush wine,pickled vegetables
420,tropical fruit,dessert
421,bottled water,whole milk
422,pip fruit,chocolate
423,rolls/buns,bottled beer,misc. beverages,salt
424,napkins,dessert
425,beef,bottled water,bottled water
426,waffles,beverages,waffles,curd
427,rolls/buns,hard cheese
428,other vegetables,newspapers
429,yogurt,red/blush wine,margarine
430,newspapers,bottled beer,domestic eggs
431,whole milk,softener,domestic eggs,soda
432,shopping bags,baking powder
433,turkey,cream cheese 
434,shopping bags,whole milk
435,chocolate,canned beer,frozen fish
436,hamburger meat,bottled beer
437,soda,bottled water
438,onions,root vegetables
439,chicken,hygiene articles
440,sausage,soda,pastry,flower (seeds),newspapers
441,rolls/buns,cream cheese ,margarine
442,onions,long life bakery product
443,other vegetables,bottled beer
444,root vegetables,fruit/vegetable juice,bottled water,soda
445,pot plants,butter milk,margarine
446,root vegetables,brown bread
447,rolls/buns,beef
448,detergent,whole milk
449,berries,salty snack
450,butter,beef
451,berries,newspapers,frozen fish
452,sausage,canned beer
453,sausage,other vegetables
454,citrus fruit,soda
455,berries,grapes,other vegetables
456,chocolate,whipped/sour cream
457,pip fruit,soda
458,ice cream,oil
459,canned beer,rolls/buns
460,sausage,margarine
461,bottled beer,whole milk,tropical fruit,whole milk,hygiene articles,pot plants,soda
462,whole milk,pip fruit
463,whole milk,baking powder
464,sausage,specialty cheese
465,whole milk,brown bread
466,meat,ice cream
467,dessert,curd
468,herbs,sugar
469,root vegetables,soft cheese
470,beef,white bread
471,yogurt,tropical fruit,whipped/sour cream,Instant food products
472,whole milk,flower (seeds)
473,yogurt,soda
474,other vegetables,pudding powder
475,brown bread,frozen vegetables
476,hamburger meat,other vegetables
477,sugar,cream cheese 
478,citrus fruit,soda
479,rolls/buns,rolls/buns,specialty bar
480,pastry,fruit/vegetable juice
481,bottled water,fruit/vegetable juice
482,rolls/buns,newspapers,shopping bags
483,pork,other vegetables
484,whipped/sour cream,whole milk
485,beef,soda
486,other vegetables,curd
487,citrus fruit,frozen meals
488,other vegetables,whole milk
489,detergent,misc. beverages
490,citrus fruit,tropical fruit
491,whole milk,misc. beverages
492,root vegetables,hygiene articles,domestic eggs
493,beverages,specialty bar
494,tropical fruit,pasta,sugar
495,liquor,sweet spreads
496,onions,cream cheese ,dishes
497,cat food,whipped/sour cream,whole milk
498,whole milk,rolls/buns
499,root vegetables,bottled beer
500,tropical fruit,domestic eggs,candy,sugar
501,other vegetables,yogurt
502,yogurt,pip fruit,house keeping products,frozen vegetables
503,frankfurter,whole milk
504,frozen meals,other vegetables
505,misc. beverages,whipped/sour cream
506,chocolate,tea
507,packaged fruit/vegetables,pip fruit
508,yogurt,spread cheese,soda,fruit/vegetable juice
509,frankfurter,light bulbs,rolls/buns,pasta
510,whole milk,pastry
511,chewing gum,condensed milk
512,condensed milk,waffles
513,brown bread,citrus fruit
514,bottled water,curd
515,sausage,coffee,pip fruit,tropical fruit
516,bottled beer,herbs
517,whole milk,grapes
518,turkey,packaged fruit/vegetables,frozen vegetables
519,sausage,spread cheese,chocolate
520,other vegetables,packaged fruit/vegetables
521,red/blush wine,pastry
522,citrus fruit,berries
523,shopping bags,root vegetables,sliced cheese
524,onions,frozen vegetables
525,rolls/buns,canned beer
526,pork,mustard
527,tropical fruit,rolls/buns
528,canned beer,sliced cheese,margarine
529,frankfurter,whole milk
530,rolls/buns,shopping bags
531,soda,other vegetables
532,whole milk,salty snack,rolls/buns
533,pot plants,bottled water
534,bottled water,chewing gum,beef,brown bread
535,frozen dessert,berries
536,butter,fruit/vegetable juice
537,pork,whole milk
538,pip fruit,male cosmetics,dishes,dessert,rice
539,whole milk,pork,whole milk,whole milk
540,waffles,yogurt
541,chicken,yogurt
542,sausage,frozen vegetables
543,pip fruit,other vegetables,rolls/buns
544,domestic eggs,hamburger meat,shopping bags
545,yogurt,UHT-milk
546,chicken,citrus fruit
547,whole milk,rolls/buns,dish cleaner
548,canned beer,misc. beverages,yogurt,rolls/buns
549,canned beer,fruit/vegetable juice
550,whole milk,whipped/sour cream
551,onions,long life bakery product
552,margarine,house keeping products,whole milk,canned beer
553,whipped/sour cream,fruit/vegetable juice
554,whole milk,shopping bags
555,pastry,root vegetables
556,sausage,onions
557,packaged fruit/vegetables,sweet spreads
558,frankfurter,cream cheese 
559,flower (seeds),honey
560,soda,frozen vegetables,brown bread,yogurt
561,citrus fruit,bottled beer
562,pork,bottled water,bottled water
563,whole milk,cat food,long life bakery product
564,other vegetables,hard cheese
565,newspapers,whole milk
566,pork,ham,specialty chocolate,whole milk,long life bakery product,detergent
567,sausage,zwieback,sliced cheese,other vegetables,bottled beer,soda
568,chocolate,curd,salty snack
569,whipped/sour cream,cream cheese 
570,hamburger meat,frozen vegetables
571,curd,rolls/buns
572,pip fruit,pip fruit
573,whole milk,root vegetables,soda
574,beverages,root vegetables,candles
575,shopping bags,margarine
576,frankfurter,dessert
577,onions,pip fruit,dog food
578,whole milk,rolls/buns
579,domestic eggs,whole milk
580,frankfurter,other vegetables,whole milk,ready soups,brandy
581,turkey,white bread
582,soda,curd
583,shopping bags,bottled beer
584,specialty bar,soda
585,rolls/buns,pastry
586,whole milk,beef,tropical fruit,tropical fruit,whole milk,domestic eggs,coffee,other vegetables
587,brown bread,frozen meals,herbs,whole milk,hard cheese
588,whole milk,sausage,yogurt,other vegetables,misc. beverages
589,rolls/buns,yogurt,frozen vegetables,white wine
590,root vegetables,bottled beer
591,misc. beverages,rolls/buns
592,citrus fruit,waffles
593,bottled beer,oil
594,soda,ice cream
595,whole milk,dish cleaner
596,tropical fruit,yogurt,pip fruit,yogurt,yogurt
597,sparkling wine,whole milk,dessert,salt
598,whole milk,whole milk
599,rolls/buns,pork,canned beer,root vegetables,canned beer,shopping bags,oil,soda
600,beef,margarine
601,zwieback,frozen dessert,shopping bags,cream cheese 
602,frozen vegetables,fruit/vegetable juice
603,root vegetables,salty snack
604,curd,processed cheese,bottled water,pickled vegetables
605,canned beer,frankfurter,brown bread,pip fruit,frozen vegetables,pudding powder
606,root vegetables,rolls/buns
607,whole milk,newspapers
608,ham,tropical fruit
609,tropical fruit,flour
610,rolls/buns,whole milk
611,red/blush wine,other vegetables,rolls/buns
612,hamburger meat,bottled water
613,whole milk,curd
614,beef,root vegetables
615,pip fruit,frozen vegetables
616,butter milk,UHT-milk
617,tropical fruit,whipped/sour cream
618,ham,brown bread,butter,bottled water
619,soda,citrus fruit
620,cream,newspapers
621,whole milk,candy
622,root vegetables,dish cleaner
623,UHT-milk,frozen meals
624,kitchen towels,rolls/buns
625,bottled water,whole milk
626,pip fruit,pastry
627,brown bread,other vegetables
628,rolls/buns,brown bread
629,whole milk,coffee
630,ice cream,yogurt
631,tropical fruit,whole milk,rolls/buns,cream cheese ,whole milk,shopping bags
632,rolls/buns,grapes,domestic eggs
633,beverages,mustard,yogurt
634,rolls/buns,white bread
635,pip fruit,pastry,rolls/buns,chocolate,soda
636,whole milk,domestic eggs,syrup
637,citrus fruit,chocolate
638,pet care,snack products
639,pastry,baking powder
640,other vegetables,male cosmetics
641,onions,long life bakery product
642,pastry,meat
643,ice cream,rolls/buns
644,sausage,soda,bottled water
645,whole milk,pip fruit
646,meat spreads,domestic eggs,sugar
647,salt,canned beer,roll products 
648,other vegetables,pastry
649,pip fruit,white bread,sliced cheese
650,frankfurter,whole milk
651,rolls/buns,dishes
652,instant coffee,butter
653,UHT-milk,candles,yogurt,salty snack
654,margarine,liquor
655,other vegetables,other vegetables
656,cat food,coffee
657,whole milk,whole milk
658,root vegetables,soda,coffee
659,grapes,long life bakery product
660,pickled vegetables,yogurt
661,pip fruit,bottled beer,other vegetables
662,white bread,whole milk,hygiene articles
663,citrus fruit,specialty chocolate
664,bottled water,beverages,pastry
665,soda,rolls/buns
666,beverages,soda,curd,liquor,whole milk,margarine,flour
667,sausage,canned beer
668,tropical fruit,rolls/buns
669,yogurt,other vegetables,baking powder,candy
670,butter milk,pet care
671,canned beer,rolls/buns,rolls/buns
672,bottled water,newspapers
673,bottled beer,newspapers
674,chicken,dog food
675,flower soil/fertilizer,whole milk
676,zwieback,curd
677,whole milk,pip fruit
678,chicken,margarine
679,brown bread,soda
680,UHT-milk,sugar
681,meat,fish,meat spreads,abrasive cleaner,margarine
682,beverages,whole milk,semi-finished bread,domestic eggs
683,soap,yogurt
684,butter,coffee
685,beef,UHT-milk,misc. beverages
686,tropical fruit,waffles
687,curd,frozen fish
688,onions,bottled beer
689,pickled vegetables,cream cheese 
690,tropical fruit,whole milk
691,sausage,tropical fruit,yogurt
692,citrus fruit,brown bread,candy,domestic eggs
693,liquor,margarine
694,whole milk,rolls/buns
695,other vegetables,whole milk
696,pork,whole milk,domestic eggs
697,tropical fruit,other vegetables,butter,rolls/buns,coffee,pastry
698,whole milk,sliced cheese
699,frozen meals,abrasive cleaner
700,tropical fruit,other vegetables
701,butter milk,bottled beer
702,bottled water,canned beer
703,root vegetables,white bread
704,whole milk,pickled vegetables
705,tropical fruit,cooking chocolate
706,whole milk,butter milk,beverages
707,misc. beverages,dishes
708,frankfurter,grapes,soda,seasonal products
709,berries,butter,tea
710,tropical fruit,cake bar,soda,cat food
711,soda,detergent
712,long life bakery product,rum
713,citrus fruit,roll products 
714,canned beer,sliced cheese,long life bakery product,pasta
715,frozen meals,brown bread,other vegetables,curd cheese
716,pot plants,spread cheese,butter milk
717,dessert,frozen fish
718,other vegetables,hygiene articles
719,sweet spreads,rolls/buns
720,pip fruit,shopping bags,yogurt
721,rolls/buns,cream cheese 
722,pip fruit,soda,popcorn
723,sausage,root vegetables
724,canned beer,napkins,sparkling wine
725,citrus fruit,pastry
726,whole milk,soft cheese
727,white wine,rolls/buns
728,chicken,beef
729,white bread,other vegetables
730,frankfurter,soda,whole milk,whole milk,flour
731,rolls/buns,curd cheese,Instant food products
732,curd,soda
733,sausage,sliced cheese
734,ham,tropical fruit
735,sausage,rolls/buns,soda,other vegetables
736,oil,brown bread,bottled beer
737,root vegetables,beverages
738,root vegetables,yogurt
739,sausage,soda
740,soda,specialty chocolate
741,pork,pastry
742,bottled water,ice cream
743,turkey,UHT-milk
744,bottled water,bottled water
745,sausage,long life bakery product
746,sausage,fruit/vegetable juice
747,bottled beer,root vegetables,pip fruit,other vegetables,dessert,rolls/buns,shopping bags
748,pasta,newspapers
749,candy,frozen vegetables
750,ice cream,curd
751,beef,liquor,specialty cheese
752,whole milk,shopping bags
753,curd,margarine
754,beef,domestic eggs
755,beef,butter milk,yogurt,soda
756,other vegetables,whipped/sour cream
757,other vegetables,candy
758,photo/film,whole milk,shopping bags
759,whole milk,fruit/vegetable juice
760,beef,frozen vegetables
761,sausage,whole milk
762,sausage,UHT-milk
763,pork,cat food
764,rolls/buns,cling film/bags
765,fruit/vegetable juice,candles
766,chocolate,seasonal products,waffles
767,pastry,frozen fish
768,soda,dish cleaner
769,tropical fruit,cling film/bags
770,canned beer,tropical fruit,fruit/vegetable juice,shopping bags
771,chocolate,hard cheese
772,soda,brown bread
773,shopping bags,shopping bags
774,root vegetables,coffee,napkins
775,butter,soft cheese
776,hamburger meat,beef,bottled beer,whole milk,chocolate
777,bottled beer,curd,kitchen towels
778,cling film/bags,whipped/sour cream,coffee
779,sausage,yogurt
780,rolls/buns,chewing gum,other vegetables
781,other vegetables,rice,specialty fat
782,other vegetables,UHT-milk
783,rolls/buns,domestic eggs
784,canned beer,berries
785,whole milk,rolls/buns
786,processed cheese,rolls/buns
787,margarine,pickled vegetables
788,ham,cream cheese 
789,sausage,candles
790,beverages,sugar
791,soda,sausage,whole milk,beverages,shopping bags
792,soda,condensed milk,curd
793,frankfurter,other vegetables
794,citrus fruit,brown bread,ketchup
795,shopping bags,yogurt
796,root vegetables,salt
797,chewing gum,newspapers,candy
798,whipped/sour cream,other vegetables,pot plants
799,sausage,chewing gum
800,root vegetables,condensed milk,dessert
801,pip fruit,pastry
802,citrus fruit,specialty bar
803,root vegetables,pip fruit
804,specialty chocolate,sauces
805,meat,hamburger meat
806,citrus fruit,coffee
807,soda,frankfurter,soda,salty snack,bottled water,frozen vegetables,yogurt
808,sausage,oil
809,frankfurter,packaged fruit/vegetables
810,sausage,butter,cream cheese 
811,whole milk,other vegetables
812,citrus fruit,other vegetables,pip fruit,pork,soda,yogurt,herbs,red/blush wine
813,canned beer,bottled beer,pip fruit,candy
814,whole milk,yogurt,softener
815,red/blush wine,pip fruit
816,sausage,whipped/sour cream
817,tropical fruit,whipped/sour cream
818,salty snack,other vegetables,yogurt,other vegetables
819,other vegetables,mustard
820,root vegetables,frozen potato products,dental care
821,turkey,canned beer,abrasive cleaner
822,jam,margarine
823,curd,bottled beer
824,house keeping products,frozen vegetables
825,tropical fruit,soda
826,yogurt,curd,rolls/buns,whipped/sour cream
827,whole milk,sauces
828,other vegetables,chewing gum,newspapers
829,meat,citrus fruit
830,coffee,specialty vegetables
831,root vegetables,pastry,soda
832,butter,fruit/vegetable juice
833,chicken,roll products 
834,citrus fruit,meat
835,sausage,grapes,bottled beer
836,butter milk,dessert,processed cheese
837,napkins,whipped/sour cream
838,soda,dishes
839,hamburger meat,pork,yogurt,flour
840,whole milk,specialty chocolate,bottled beer,canned beer,rolls/buns
841,root vegetables,bottled beer,newspapers,margarine,domestic eggs,shopping bags
842,frankfurter,shopping bags,bottled water
843,soda,soda,oil
844,frankfurter,curd
845,butter milk,zwieback,domestic eggs
846,beef,spread cheese,misc. beverages
847,soda,pip fruit
848,tropical fruit,domestic eggs,vinegar,whipped/sour cream
849,soap,brown bread
850,citrus fruit,hard cheese
851,other vegetables,bottled beer
852,whole milk,whole milk,pastry,pickled vegetables
853,rolls/buns,pork
854,pip fruit,onions,yogurt
855,pip fruit,whole milk
856,newspapers,misc. beverages
857,pastry,newspapers
858,rolls/buns,abrasive cleaner
859,beverages,other vegetables,curd
860,sausage,newspapers,soda
861,pip fruit,white bread,margarine,baking powder
862,frozen fish,ketchup
863,canned beer,grapes,whole milk,dessert
864,salty snack,rolls/buns,butter,tropical fruit,pastry,root vegetables,fruit/vegetable juice,semi-finished bread
865,dessert,curd,whole milk,bottled water
866,other vegetables,dishes
867,frankfurter,frankfurter,ham,beef,baby cosmetics,other vegetables,domestic eggs,artif. sweetener,margarine
868,chewing gum,root vegetables,frozen vegetables
869,pasta,root vegetables
870,rolls/buns,bottled beer,white bread
871,pip fruit,butter
872,fruit/vegetable juice,spices
873,misc. beverages,pip fruit
874,soda,herbs,canned beer,soda,seasonal products,dishes,yogurt,mayonnaise,flower (seeds)
875,frozen meals,yogurt
876,tropical fruit,frozen fish,bottled water
